week_date,region,platform,segment,customer_type,transactions,sales
6/5/19,OCEANIA,Shopify,F1,New,315,45051.0
6/5/19,AFRICA,Retail,F2,New,62311,2342989.0
6/5/19,EUROPE,Retail,F3,Existing,17781,1074494.0
6/5/19,USA,Retail,C3,New,42327,1676610.0
6/5/19,USA,Retail,F3,Existing,132880,8263111.0
6/5/19,CANADA,Shopify,F1,Existing,538,98158.0
6/5/19,SOUTH AMERICA,Shopify,null,Guest,946,182918.0
6/5/19,EUROPE,Shopify,F2,Existing,188,41091.0
6/5/19,USA,Shopify,F3,New,47,7583.0
6/5/19,CANADA,Shopify,F2,New,77,11801.0
6/5/19,SOUTH AMERICA,Retail,null,Guest,409988,16277852.0
6/5/19,ASIA,Shopify,F2,New,176,25562.0
6/5/19,ASIA,Retail,C3,Existing,226029,10466916.0
6/5/19,SOUTH AMERICA,Shopify,C3,Existing,77,14788.0
6/5/19,EUROPE,Shopify,C4,Existing,11,2162.0
6/5/19,SOUTH AMERICA,Shopify,F3,New,1,86.0
6/5/19,EUROPE,Retail,C3,Existing,14332,774542.0
6/5/19,ASIA,Retail,F3,New,81878,2628690.0
6/5/19,OCEANIA,Shopify,null,Existing,434,81121.0
6/5/19,USA,Retail,F3,New,25457,1012270.0
6/5/19,EUROPE,Retail,F2,Existing,14409,861516.0
6/5/19,AFRICA,Shopify,F3,Existing,1620,334134.0
6/5/19,CANADA,Shopify,F1,New,51,7062.0
6/5/19,USA,Shopify,C4,Existing,136,26666.0
6/5/19,AFRICA,Shopify,C1,Existing,1140,189737.0
6/5/19,AFRICA,Retail,C1,New,88334,2260201.0
6/5/19,ASIA,Shopify,C3,New,205,29840.0
6/5/19,EUROPE,Retail,null,New,3735,156125.0
6/5/19,CANADA,Shopify,C3,New,70,10951.0
6/5/19,AFRICA,Retail,F3,New,60925,2271184.0
6/5/19,OCEANIA,Retail,F3,New,100336,3456712.0
6/5/19,CANADA,Shopify,C2,Existing,465,86175.0
6/5/19,SOUTH AMERICA,Shopify,F1,New,6,1663.0
6/5/19,ASIA,Retail,C4,New,46434,1360990.0
6/5/19,AFRICA,Retail,C2,New,52685,1678085.0
6/5/19,OCEANIA,Shopify,null,Guest,6333,1101290.0
6/5/19,ASIA,Shopify,F3,Existing,1122,217723.0
6/5/19,ASIA,Retail,C2,New,75439,2030972.0
6/5/19,SOUTH AMERICA,Retail,null,Existing,574,24982.0
6/5/19,SOUTH AMERICA,Retail,F1,New,307,11377.0
6/5/19,EUROPE,Shopify,C2,New,7,1415.0
6/5/19,SOUTH AMERICA,Retail,F2,New,416,16262.0
6/5/19,OCEANIA,Retail,F2,Existing,329226,17844216.0
6/5/19,OCEANIA,Shopify,C1,Existing,2007,346491.0
6/5/19,ASIA,Retail,C2,Existing,113890,4433487.0
6/5/19,OCEANIA,Retail,C3,New,134805,4481804.0
6/5/19,OCEANIA,Retail,C1,Existing,236016,8775447.0
29/4/19,EUROPE,Retail,null,Guest,110192,3726377.0
29/4/19,CANADA,Shopify,F3,New,25,3807.0
29/4/19,ASIA,Retail,C1,New,111729,2477243.0
29/4/19,OCEANIA,Shopify,null,New,417,70427.0
29/4/19,USA,Retail,F2,Existing,91713,5696656.0
29/4/19,OCEANIA,Retail,C4,Existing,136897,6984759.0
29/4/19,CANADA,Shopify,C1,Existing,381,66034.0
29/4/19,ASIA,Shopify,C3,New,191,26794.0
29/4/19,USA,Shopify,C2,New,159,23339.0
29/4/19,AFRICA,Shopify,null,New,230,38826.0
29/4/19,EUROPE,Shopify,F1,Existing,126,26124.0
29/4/19,ASIA,Shopify,null,New,212,33101.0
29/4/19,AFRICA,Retail,F2,Existing,257851,14986917.0
29/4/19,EUROPE,Retail,C2,Existing,9306,448207.0
29/4/19,SOUTH AMERICA,Shopify,C3,New,22,3159.0
29/4/19,EUROPE,Shopify,C4,New,2,283.0
29/4/19,ASIA,Shopify,C4,Existing,195,35133.0
29/4/19,AFRICA,Shopify,null,Existing,212,39090.0
29/4/19,ASIA,Retail,null,New,67817,2389983.0
29/4/19,EUROPE,Retail,F1,Existing,6907,430860.0
29/4/19,CANADA,Shopify,C2,Existing,458,80206.0
29/4/19,ASIA,Retail,F2,Existing,202232,10323813.0
29/4/19,CANADA,Retail,C4,Existing,26727,1372959.0
29/4/19,AFRICA,Retail,C4,Existing,103074,5456842.0
29/4/19,AFRICA,Shopify,C1,Existing,1202,198561.0
29/4/19,ASIA,Retail,F3,New,79867,2573337.0
29/4/19,USA,Shopify,F3,Existing,787,166701.0
29/4/19,CANADA,Shopify,null,Existing,80,13249.0
29/4/19,SOUTH AMERICA,Retail,C1,New,2223,49681.0
29/4/19,OCEANIA,Shopify,C1,New,334,41770.0
29/4/19,CANADA,Shopify,C3,Existing,542,105495.0
29/4/19,CANADA,Retail,null,Existing,6865,344147.0
29/4/19,OCEANIA,Shopify,C3,New,414,66081.0
29/4/19,SOUTH AMERICA,Shopify,F3,New,2,326.0
29/4/19,CANADA,Shopify,C2,New,78,11000.0
29/4/19,USA,Retail,C1,Existing,53323,2356470.0
29/4/19,USA,Retail,C2,New,23713,843734.0
29/4/19,EUROPE,Retail,F2,New,1569,72721.0
29/4/19,ASIA,Shopify,F2,Existing,1759,336148.0
29/4/19,AFRICA,Retail,C1,New,85989,2245605.0
29/4/19,SOUTH AMERICA,Shopify,F2,New,12,2124.0
29/4/19,CANADA,Retail,F3,New,16629,616037.0
29/4/19,USA,Shopify,C3,New,130,23901.0
29/4/19,ASIA,Shopify,C1,New,167,20055.0
29/4/19,ASIA,Shopify,F1,New,154,19612.0
29/4/19,ASIA,Shopify,C1,Existing,762,123380.0
29/4/19,EUROPE,Shopify,C1,New,10,1722.0
29/4/19,AFRICA,Shopify,F2,Existing,3207,631557.0
29/4/19,ASIA,Shopify,null,Existing,216,38134.0
29/4/19,SOUTH AMERICA,Retail,null,New,2273,76310.0
29/4/19,AFRICA,Shopify,C3,New,240,40225.0
29/4/19,EUROPE,Shopify,F2,Existing,187,41074.0
29/4/19,EUROPE,Retail,C3,Existing,14365,797441.0
29/4/19,ASIA,Retail,C2,Existing,110474,4348549.0
29/4/19,USA,Shopify,null,Guest,1571,298194.0
29/4/19,EUROPE,Shopify,C3,New,12,1713.0
29/4/19,OCEANIA,Retail,C4,New,55587,1760886.0
29/4/19,CANADA,Shopify,C3,New,68,9965.0
29/4/19,ASIA,Retail,C4,Existing,98577,4569742.0
29/4/19,SOUTH AMERICA,Retail,C1,Existing,2773,77065.0
29/4/19,AFRICA,Shopify,F3,New,95,16027.0
29/4/19,AFRICA,Shopify,F3,Existing,1717,356889.0
29/4/19,CANADA,Shopify,F2,Existing,883,171396.0
29/4/19,USA,Shopify,C1,New,120,17128.0
29/4/19,CANADA,Retail,null,New,16421,671311.0
29/4/19,USA,Retail,null,New,23604,1046692.0
29/4/19,OCEANIA,Shopify,C2,New,532,79869.0
29/4/19,USA,Shopify,F1,New,112,17576.0
29/4/19,SOUTH AMERICA,Shopify,F1,New,5,782.0
29/4/19,OCEANIA,Shopify,C4,Existing,539,97827.0
29/4/19,CANADA,Retail,C1,Existing,54196,2343902.0
29/4/19,ASIA,Shopify,F3,New,81,12087.0
29/4/19,AFRICA,Retail,null,Existing,31181,1418462.0
29/4/19,EUROPE,Retail,C1,Existing,14438,655048.0
29/4/19,OCEANIA,Shopify,F3,Existing,2635,556245.0
29/4/19,EUROPE,Retail,C2,New,2456,90238.0
29/4/19,OCEANIA,Retail,F3,Existing,504688,28664554.0
29/4/19,EUROPE,Shopify,F3,Existing,96,26533.0
29/4/19,AFRICA,Shopify,F2,New,258,41420.0
29/4/19,USA,Retail,null,Existing,11417,584235.0
29/4/19,CANADA,Retail,null,Guest,443538,12323669.0
29/4/19,AFRICA,Retail,F3,Existing,367329,21652231.0
29/4/19,AFRICA,Shopify,F1,Existing,1910,356318.0
29/4/19,SOUTH AMERICA,Retail,C3,New,886,32775.0
29/4/19,EUROPE,Retail,C4,New,1125,45172.0
29/4/19,OCEANIA,Retail,null,New,89144,3324760.0
29/4/19,EUROPE,Shopify,null,New,6,1380.0
29/4/19,CANADA,Retail,C4,New,11374,383366.0
29/4/19,SOUTH AMERICA,Shopify,C4,Existing,6,924.0
29/4/19,USA,Retail,C4,Existing,36165,1997534.0
29/4/19,CANADA,Shopify,null,Guest,875,145872.0
29/4/19,ASIA,Retail,C4,New,45531,1342586.0
29/4/19,OCEANIA,Shopify,C2,Existing,3370,648163.0
29/4/19,CANADA,Retail,F1,New,6745,265404.0
29/4/19,USA,Shopify,F1,Existing,1154,217571.0
29/4/19,SOUTH AMERICA,Retail,C2,Existing,724,30734.0
29/4/19,SOUTH AMERICA,Shopify,C4,New,6,731.0
29/4/19,AFRICA,Shopify,C2,New,284,41061.0
29/4/19,ASIA,Retail,C1,Existing,161993,5597193.0
29/4/19,AFRICA,Retail,null,New,63879,2603239.0
29/4/19,AFRICA,Shopify,C1,New,223,29368.0
29/4/19,OCEANIA,Shopify,C4,New,75,11703.0
29/4/19,EUROPE,Retail,C1,New,3851,118964.0
29/4/19,CANADA,Shopify,C4,New,11,1403.0
29/4/19,CANADA,Retail,C3,Existing,56712,3008374.0
29/4/19,OCEANIA,Shopify,F2,New,344,53149.0
29/4/19,CANADA,Retail,C3,New,25914,923511.0
29/4/19,SOUTH AMERICA,Shopify,C3,Existing,72,13596.0
29/4/19,EUROPE,Shopify,C4,Existing,13,3356.0
29/4/19,ASIA,Retail,null,Existing,30400,1247640.0
29/4/19,EUROPE,Retail,F3,New,1630,66110.0
29/4/19,SOUTH AMERICA,Shopify,C2,New,36,6528.0
29/4/19,SOUTH AMERICA,Retail,F3,Existing,1121,55689.0
29/4/19,CANADA,Retail,C2,New,13076,407983.0
29/4/19,USA,Shopify,C2,Existing,1074,216210.0
29/4/19,CANADA,Shopify,F1,Existing,560,103000.0
29/4/19,OCEANIA,Shopify,null,Existing,438,82093.0
29/4/19,USA,Shopify,C4,Existing,118,23741.0
29/4/19,ASIA,Shopify,C3,Existing,1297,248962.0
29/4/19,EUROPE,Retail,C3,New,3548,139969.0
29/4/19,SOUTH AMERICA,Shopify,null,New,58,9923.0
29/4/19,CANADA,Retail,F3,Existing,85373,4978272.0
29/4/19,AFRICA,Shopify,C2,Existing,1804,344461.0
29/4/19,USA,Shopify,C4,New,19,2629.0
29/4/19,EUROPE,Shopify,C2,Existing,146,40531.0
29/4/19,SOUTH AMERICA,Retail,C4,New,287,12060.0
29/4/19,SOUTH AMERICA,Retail,C4,Existing,343,16525.0
29/4/19,USA,Retail,C3,New,40972,1600210.0
29/4/19,SOUTH AMERICA,Retail,F1,New,295,11666.0
29/4/19,USA,Retail,C1,New,32696,910766.0
29/4/19,EUROPE,Retail,null,New,3640,155530.0
29/4/19,CANADA,Shopify,null,New,74,12284.0
29/4/19,AFRICA,Retail,C4,New,39159,1346572.0
29/4/19,ASIA,Shopify,C2,New,256,33637.0
29/4/19,SOUTH AMERICA,Shopify,null,Existing,21,3852.0
29/4/19,USA,Shopify,F3,New,34,5422.0
29/4/19,CANADA,Shopify,C4,Existing,73,13746.0
29/4/19,SOUTH AMERICA,Shopify,F1,Existing,59,14235.0
29/4/19,USA,Retail,null,Guest,574034,18008549.0
29/4/19,ASIA,Shopify,F2,New,152,22780.0
29/4/19,OCEANIA,Retail,C3,New,129984,4298423.0
29/4/19,OCEANIA,Shopify,F1,New,310,44600.0
29/4/19,ASIA,Shopify,F3,Existing,1119,218622.0
29/4/19,SOUTH AMERICA,Shopify,C2,Existing,86,17037.0
29/4/19,SOUTH AMERICA,Retail,F3,New,348,13944.0
29/4/19,CANADA,Retail,F2,Existing,56709,3256686.0
29/4/19,OCEANIA,Shopify,F3,New,156,24520.0
29/4/19,EUROPE,Shopify,null,Existing,20,5435.0
29/4/19,SOUTH AMERICA,Shopify,F3,Existing,21,4908.0
29/4/19,SOUTH AMERICA,Retail,C2,New,703,21567.0
29/4/19,AFRICA,Retail,C3,New,96054,3526020.0
29/4/19,OCEANIA,Retail,F3,New,97685,3361664.0
29/4/19,USA,Shopify,null,Existing,125,25109.0
29/4/19,USA,Retail,F3,Existing,130634,8292954.0
29/4/19,CANADA,Shopify,F3,Existing,448,89897.0
29/4/19,EUROPE,Retail,F2,Existing,14545,920529.0
29/4/19,OCEANIA,Retail,C1,Existing,228140,8662406.0
29/4/19,EUROPE,Shopify,C1,Existing,110,22656.0
29/4/19,AFRICA,Retail,F1,Existing,96068,5547353.0
29/4/19,OCEANIA,Retail,F2,Existing,320050,18043121.0
29/4/19,OCEANIA,Shopify,C1,Existing,2090,356222.0
29/4/19,USA,Shopify,null,New,149,20294.0
29/4/19,ASIA,Retail,C2,New,73279,1990081.0
29/4/19,SOUTH AMERICA,Retail,null,Existing,578,25073.0
29/4/19,OCEANIA,Retail,F1,Existing,143420,7685567.0
29/4/19,USA,Retail,C3,Existing,93453,5432512.0
29/4/19,EUROPE,Retail,C4,Existing,4077,216088.0
29/4/19,SOUTH AMERICA,Retail,C3,Existing,1216,57305.0
29/4/19,USA,Retail,C2,Existing,38119,1945048.0
29/4/19,ASIA,Retail,null,Guest,1999695,50570306.0
29/4/19,OCEANIA,Retail,C2,Existing,146534,6023628.0
29/4/19,AFRICA,Shopify,null,Guest,3275,592561.0
29/4/19,CANADA,Shopify,F2,New,57,9340.0
29/4/19,OCEANIA,Retail,null,Guest,2531645,67067216.0
29/4/19,EUROPE,Shopify,null,Guest,215,46097.0
29/4/19,SOUTH AMERICA,Retail,F2,New,416,17484.0
29/4/19,USA,Retail,F1,New,11654,500522.0
29/4/19,OCEANIA,Retail,C2,New,91565,2624707.0
29/4/19,EUROPE,Shopify,C2,New,8,1636.0
29/4/19,ASIA,Retail,F1,New,29805,1031533.0
29/4/19,ASIA,Shopify,F1,Existing,1398,239679.0
29/4/19,CANADA,Retail,C2,Existing,20482,942625.0
29/4/19,OCEANIA,Retail,F2,New,86360,3154976.0
29/4/19,ASIA,Retail,C3,Existing,219558,10215860.0
29/4/19,CANADA,Shopify,F1,New,54,8562.0
29/4/19,AFRICA,Shopify,F1,New,189,27653.0
29/4/19,SOUTH AMERICA,Retail,null,Guest,401234,16388489.0
29/4/19,ASIA,Shopify,null,Guest,2802,456237.0
29/4/19,AFRICA,Retail,F3,New,60556,2299508.0
29/4/19,EUROPE,Retail,null,Existing,2895,141689.0
29/4/19,SOUTH AMERICA,Shopify,null,Guest,917,178212.0
29/4/19,EUROPE,Shopify,F2,New,6,1404.0
29/4/19,AFRICA,Shopify,C3,Existing,1936,393196.0
29/4/19,CANADA,Retail,F2,New,16531,644345.0
29/4/19,CANADA,Shopify,C1,New,58,8205.0
29/4/19,SOUTH AMERICA,Shopify,F2,Existing,22,4898.0
29/4/19,OCEANIA,Shopify,C3,Existing,3338,663068.0
29/4/19,OCEANIA,Retail,null,Existing,42315,1845304.0
29/4/19,AFRICA,Retail,F1,New,22972,900782.0
29/4/19,EUROPE,Shopify,F3,New,2,392.0
29/4/19,CANADA,Retail,F1,Existing,24434,1382253.0
29/4/19,OCEANIA,Shopify,F1,Existing,3180,587633.0
29/4/19,ASIA,Shopify,C4,New,24,3402.0
29/4/19,USA,Retail,F1,Existing,40047,2516062.0
29/4/19,USA,Shopify,F2,New,156,25773.0
29/4/19,USA,Shopify,F2,Existing,1516,313643.0
29/4/19,AFRICA,Retail,F2,New,61080,2330810.0
29/4/19,USA,Retail,F3,New,24615,982848.0
29/4/19,USA,Retail,C4,New,15656,562705.0
29/4/19,AFRICA,Shopify,C4,Existing,307,56018.0
29/4/19,AFRICA,Retail,C1,Existing,166587,6529555.0
29/4/19,OCEANIA,Retail,C3,Existing,307432,15475567.0
29/4/19,EUROPE,Shopify,C3,Existing,129,42107.0
29/4/19,CANADA,Retail,C1,New,28635,755030.0
29/4/19,USA,Shopify,C1,Existing,635,116957.0
29/4/19,SOUTH AMERICA,Shopify,C1,Existing,52,9262.0
29/4/19,USA,Shopify,C3,Existing,1129,228099.0
29/4/19,ASIA,Retail,F2,New,66571,2228486.0
29/4/19,SOUTH AMERICA,Retail,F2,Existing,1010,49580.0
29/4/19,USA,Retail,F2,New,27145,1113814.0
29/4/19,SOUTH AMERICA,Retail,F1,Existing,647,29005.0
29/4/19,AFRICA,Retail,C3,Existing,256766,13535586.0
29/4/19,ASIA,Retail,F3,Existing,361099,18698221.0
29/4/19,OCEANIA,Retail,F1,New,40151,1450009.0
29/4/19,EUROPE,Shopify,F1,New,5,770.0
29/4/19,AFRICA,Retail,C2,Existing,99914,4533584.0
29/4/19,ASIA,Shopify,C2,Existing,1479,272502.0
29/4/19,SOUTH AMERICA,Shopify,C1,New,17,2428.0
29/4/19,ASIA,Retail,C3,New,105275,3269715.0
29/4/19,AFRICA,Retail,C2,New,50837,1632439.0
29/4/19,OCEANIA,Shopify,null,Guest,6335,1118988.0
29/4/19,AFRICA,Retail,null,Guest,1647158,47960129.0
29/4/19,EUROPE,Retail,F1,New,903,39266.0
29/4/19,AFRICA,Shopify,C4,New,53,7879.0
29/4/19,ASIA,Retail,F1,Existing,90889,4651522.0
29/4/19,OCEANIA,Shopify,F2,Existing,4565,924112.0
29/4/19,OCEANIA,Retail,C1,New,141274,3369407.0
29/4/19,EUROPE,Retail,F3,Existing,18221,1132725.0
22/4/19,EUROPE,Retail,null,Existing,2638,129138.0
22/4/19,SOUTH AMERICA,Retail,F2,New,399,15986.0
22/4/19,OCEANIA,Retail,C2,New,92786,2540545.0
22/4/19,SOUTH AMERICA,Shopify,C4,New,4,668.0
22/4/19,ASIA,Shopify,C3,Existing,1414,279380.0
22/4/19,ASIA,Retail,F3,Existing,367848,18803321.0
22/4/19,OCEANIA,Retail,F1,New,39947,1374152.0
22/4/19,EUROPE,Shopify,null,Existing,12,2612.0
22/4/19,USA,Retail,null,Guest,585115,18335282.0
22/4/19,CANADA,Shopify,F2,Existing,920,174318.0
22/4/19,EUROPE,Shopify,F3,New,1,174.0
22/4/19,SOUTH AMERICA,Shopify,F2,Existing,21,4331.0
22/4/19,EUROPE,Retail,C3,New,3348,136073.0
22/4/19,OCEANIA,Retail,F1,Existing,143962,7497233.0
22/4/19,OCEANIA,Retail,C3,Existing,314991,15641954.0
22/4/19,EUROPE,Retail,C2,New,2415,85635.0
22/4/19,CANADA,Shopify,C1,Existing,412,65603.0
22/4/19,AFRICA,Shopify,F2,New,233,38505.0
22/4/19,SOUTH AMERICA,Retail,C3,Existing,1235,60000.0
22/4/19,AFRICA,Retail,null,Existing,27343,1322414.0
22/4/19,USA,Shopify,F1,Existing,1212,228831.0
22/4/19,AFRICA,Shopify,C3,Existing,1769,351771.0
22/4/19,OCEANIA,Retail,F3,Existing,515771,28893581.0
22/4/19,EUROPE,Shopify,F3,Existing,101,30855.0
22/4/19,ASIA,Retail,F1,Existing,90017,4483096.0
22/4/19,ASIA,Shopify,F1,Existing,1435,245571.0
22/4/19,OCEANIA,Shopify,F3,Existing,2758,572466.0
22/4/19,OCEANIA,Shopify,C3,Existing,3500,686987.0
22/4/19,AFRICA,Shopify,F1,Existing,1661,302001.0
22/4/19,OCEANIA,Retail,null,Guest,2516160,66063653.0
22/4/19,AFRICA,Retail,F3,Existing,351395,21511197.0
22/4/19,CANADA,Retail,F2,Existing,56976,3389171.0
22/4/19,OCEANIA,Retail,C3,New,131635,4277257.0
22/4/19,ASIA,Retail,C2,Existing,111048,4328658.0
22/4/19,ASIA,Retail,F1,New,28984,971791.0
22/4/19,CANADA,Shopify,F2,New,78,12247.0
22/4/19,USA,Retail,F1,Existing,40456,2477421.0
22/4/19,OCEANIA,Shopify,C4,New,55,7416.0
22/4/19,EUROPE,Retail,null,New,3546,151154.0
22/4/19,EUROPE,Shopify,F1,New,7,1254.0
22/4/19,SOUTH AMERICA,Retail,C4,New,273,11401.0
22/4/19,OCEANIA,Retail,F2,Existing,321905,17887396.0
22/4/19,EUROPE,Shopify,C2,Existing,110,29301.0
22/4/19,USA,Shopify,C3,Existing,1182,246645.0
22/4/19,CANADA,Shopify,C4,Existing,66,12358.0
22/4/19,AFRICA,Retail,null,Guest,1504839,45253522.0
22/4/19,SOUTH AMERICA,Retail,C4,Existing,379,17579.0
22/4/19,AFRICA,Retail,C2,Existing,93854,4362159.0
22/4/19,OCEANIA,Shopify,F2,New,355,57578.0
22/4/19,CANADA,Shopify,C1,New,71,9701.0
22/4/19,CANADA,Retail,F1,Existing,24955,1435235.0
22/4/19,USA,Retail,F2,New,28517,1170907.0
22/4/19,USA,Shopify,C1,New,133,16903.0
22/4/19,AFRICA,Retail,C3,New,91693,3412997.0
22/4/19,ASIA,Shopify,F3,New,81,12410.0
22/4/19,USA,Shopify,C1,Existing,665,121071.0
22/4/19,AFRICA,Retail,F2,Existing,241945,14610308.0
22/4/19,USA,Retail,F3,Existing,134439,8569482.0
22/4/19,USA,Shopify,C4,New,24,2964.0
22/4/19,AFRICA,Retail,F1,Existing,90924,5326396.0
22/4/19,OCEANIA,Retail,F2,New,87387,3128221.0
22/4/19,OCEANIA,Shopify,C1,New,368,45374.0
22/4/19,EUROPE,Shopify,F2,New,7,1413.0
22/4/19,SOUTH AMERICA,Shopify,C3,New,21,4320.0
22/4/19,ASIA,Retail,F2,New,67716,2222435.0
22/4/19,CANADA,Shopify,C3,Existing,596,114512.0
22/4/19,AFRICA,Shopify,C4,New,42,6417.0
22/4/19,CANADA,Retail,F3,New,17428,641056.0
22/4/19,AFRICA,Retail,F2,New,58662,2314187.0
22/4/19,EUROPE,Retail,F3,Existing,18097,1132146.0
22/4/19,EUROPE,Retail,C1,Existing,14628,665043.0
22/4/19,CANADA,Retail,F1,New,7067,273933.0
22/4/19,SOUTH AMERICA,Retail,C3,New,956,37317.0
22/4/19,EUROPE,Retail,C4,New,1091,40926.0
22/4/19,CANADA,Retail,null,Existing,6593,326339.0
22/4/19,OCEANIA,Shopify,C3,New,417,66505.0
22/4/19,USA,Retail,C2,New,24450,865836.0
22/4/19,USA,Retail,C1,Existing,55303,2396706.0
22/4/19,SOUTH AMERICA,Retail,null,New,2136,73869.0
22/4/19,USA,Shopify,null,New,167,26608.0
22/4/19,USA,Shopify,C2,Existing,1107,227043.0
22/4/19,SOUTH AMERICA,Shopify,null,New,51,8022.0
22/4/19,USA,Retail,null,Existing,10614,543491.0
22/4/19,EUROPE,Retail,F3,New,1580,64633.0
22/4/19,AFRICA,Retail,F1,New,21760,859654.0
22/4/19,AFRICA,Shopify,null,New,215,36572.0
22/4/19,SOUTH AMERICA,Retail,C1,New,2269,51476.0
22/4/19,EUROPE,Retail,C2,Existing,9244,451818.0
22/4/19,CANADA,Retail,F2,New,17233,678644.0
22/4/19,USA,Shopify,F2,Existing,1637,331446.0
22/4/19,EUROPE,Shopify,null,Guest,206,43017.0
22/4/19,CANADA,Shopify,null,Existing,75,12148.0
22/4/19,CANADA,Retail,C4,Existing,28070,1428148.0
22/4/19,OCEANIA,Retail,C4,Existing,143668,7243536.0
22/4/19,AFRICA,Retail,C4,New,38145,1331623.0
22/4/19,AFRICA,Shopify,F1,New,151,23672.0
22/4/19,ASIA,Retail,C3,Existing,223910,10295059.0
22/4/19,CANADA,Retail,C2,New,13628,436962.0
22/4/19,ASIA,Shopify,F2,Existing,1865,354369.0
22/4/19,EUROPE,Shopify,C1,New,10,1570.0
22/4/19,USA,Retail,C4,New,16683,593493.0
22/4/19,SOUTH AMERICA,Shopify,F1,Existing,61,12735.0
22/4/19,ASIA,Shopify,C2,Existing,1565,278441.0
22/4/19,OCEANIA,Retail,null,New,87865,3261873.0
22/4/19,EUROPE,Shopify,null,New,15,2957.0
22/4/19,OCEANIA,Retail,null,Existing,39876,1725173.0
22/4/19,USA,Shopify,null,Guest,1687,313039.0
22/4/19,ASIA,Retail,F2,Existing,204052,10360118.0
22/4/19,CANADA,Shopify,C4,New,9,1178.0
22/4/19,SOUTH AMERICA,Shopify,F1,New,5,882.0
22/4/19,CANADA,Shopify,F3,Existing,472,91737.0
22/4/19,AFRICA,Retail,null,New,59827,2558298.0
22/4/19,AFRICA,Retail,C3,Existing,245455,13442862.0
22/4/19,SOUTH AMERICA,Retail,null,Guest,403773,16273570.0
22/4/19,ASIA,Shopify,F2,New,201,28510.0
22/4/19,CANADA,Retail,C1,New,30475,807909.0
22/4/19,ASIA,Retail,C1,Existing,164033,5615671.0
22/4/19,ASIA,Retail,null,Guest,1970546,49636997.0
22/4/19,CANADA,Retail,null,New,16488,682267.0
22/4/19,ASIA,Shopify,F1,New,151,19726.0
22/4/19,ASIA,Retail,null,New,66452,2358950.0
22/4/19,AFRICA,Retail,C4,Existing,102012,5602598.0
22/4/19,CANADA,Retail,C1,Existing,56344,2437645.0
22/4/19,SOUTH AMERICA,Shopify,C4,Existing,9,1898.0
22/4/19,ASIA,Shopify,C1,Existing,875,139192.0
22/4/19,CANADA,Retail,C4,New,12091,401713.0
22/4/19,AFRICA,Shopify,null,Guest,2793,485122.0
22/4/19,CANADA,Shopify,C2,New,98,15043.0
22/4/19,SOUTH AMERICA,Shopify,F3,Existing,16,3186.0
22/4/19,ASIA,Retail,C1,New,112740,2495508.0
22/4/19,ASIA,Shopify,C4,Existing,219,36832.0
22/4/19,EUROPE,Shopify,C1,Existing,95,19625.0
22/4/19,SOUTH AMERICA,Retail,C2,New,712,22384.0
22/4/19,ASIA,Shopify,C2,New,257,32965.0
22/4/19,ASIA,Shopify,C1,New,201,23514.0
22/4/19,CANADA,Shopify,null,Guest,940,161017.0
22/4/19,USA,Shopify,C2,New,199,29726.0
22/4/19,CANADA,Shopify,null,New,73,11731.0
22/4/19,EUROPE,Retail,C4,Existing,4031,220790.0
22/4/19,USA,Retail,C1,New,34544,970620.0
22/4/19,AFRICA,Shopify,C2,Existing,1596,300652.0
22/4/19,CANADA,Retail,null,Guest,444061,12425620.0
22/4/19,USA,Shopify,F3,Existing,784,167840.0
22/4/19,SOUTH AMERICA,Retail,F3,New,373,13937.0
22/4/19,AFRICA,Shopify,F2,Existing,2913,561773.0
22/4/19,OCEANIA,Shopify,C2,Existing,3608,684769.0
22/4/19,CANADA,Shopify,C2,Existing,467,87733.0
22/4/19,SOUTH AMERICA,Shopify,C2,New,36,6064.0
22/4/19,EUROPE,Retail,C1,New,4047,127498.0
22/4/19,AFRICA,Retail,C1,New,82746,2182100.0
22/4/19,ASIA,Shopify,null,Existing,194,33097.0
22/4/19,EUROPE,Retail,C3,Existing,14166,779419.0
22/4/19,ASIA,Retail,C4,New,46888,1362376.0
22/4/19,USA,Shopify,C3,New,133,21808.0
22/4/19,OCEANIA,Retail,C4,New,57385,1790167.0
22/4/19,EUROPE,Shopify,C4,New,4,555.0
22/4/19,CANADA,Shopify,F3,New,28,4061.0
22/4/19,SOUTH AMERICA,Shopify,null,Existing,19,2677.0
22/4/19,AFRICA,Shopify,C1,New,192,24492.0
22/4/19,EUROPE,Shopify,C3,Existing,149,45742.0
22/4/19,SOUTH AMERICA,Retail,C2,Existing,729,30787.0
22/4/19,CANADA,Shopify,C3,New,75,10779.0
22/4/19,ASIA,Retail,F3,New,81793,2607623.0
22/4/19,EUROPE,Retail,F1,New,943,38529.0
22/4/19,AFRICA,Shopify,C1,Existing,1038,167836.0
22/4/19,SOUTH AMERICA,Retail,F1,Existing,617,28416.0
22/4/19,OCEANIA,Shopify,C1,Existing,2274,379539.0
22/4/19,OCEANIA,Shopify,F2,Existing,4876,965120.0
22/4/19,EUROPE,Retail,F1,Existing,6762,419796.0
22/4/19,ASIA,Shopify,F3,Existing,1162,225982.0
22/4/19,OCEANIA,Shopify,F1,New,303,42185.0
22/4/19,EUROPE,Shopify,C3,New,10,2214.0
22/4/19,OCEANIA,Shopify,C4,Existing,567,100443.0
22/4/19,USA,Retail,C3,Existing,96179,5509290.0
22/4/19,CANADA,Shopify,F1,New,55,8386.0
